"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://www.vlsiphysicaldesign.top/pd_cells","text/html; charset=utf-8","200","OK","Indexable","","aeaad3f80204002ce60b5ff4eff03ead","43","https://www.vlsiphysicaldesign.top/pd_cells","https://www.vlsiphysicaldesign.top/pd_cells"
"https://www.vlsiphysicaldesign.top/pd_verification","text/html; charset=utf-8","200","OK","Indexable","","8198f6c8a830115dfbb8bef34ce1d03","50","https://www.vlsiphysicaldesign.top/pd_verification","https://www.vlsiphysicaldesign.top/pd_verification"
"https://www.vlsiphysicaldesign.top/cts","text/html; charset=utf-8","200","OK","Indexable","","d80578df8bdbeaeef65c83c6e92bd19d","38","https://www.vlsiphysicaldesign.top/cts","https://www.vlsiphysicaldesign.top/cts"
"https://www.vlsiphysicaldesign.top/main.css","text/css; charset=utf-8","200","OK","Indexable","","","43","","https://www.vlsiphysicaldesign.top/main.css"
"https://www.vlsiphysicaldesign.top/about","text/html; charset=utf-8","200","OK","Indexable","","90ddcb6913ed5633619f3cb724430552","40","https://www.vlsiphysicaldesign.top/about","https://www.vlsiphysicaldesign.top/about"
"https://www.vlsiphysicaldesign.top/projects","text/html; charset=utf-8","200","OK","Indexable","","40385dc8b7eef788569653cc97aec0d4","43","https://www.vlsiphysicaldesign.top/projects","https://www.vlsiphysicaldesign.top/projects"
"https://www.vlsiphysicaldesign.top/assets/images/unsplash-1581094486392-3901b5539c6d.jpg","image/jpeg","200","OK","Indexable","","","88","","https://www.vlsiphysicaldesign.top/assets/images/unsplash-1581094486392-3901b5539c6d.jpg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Clock%20Path%20Optimization.webp","image/webp","200","OK","Indexable","","","106","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Clock%20Path%20Optimization.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/register_merging_flow.svg","image/svg+xml","200","OK","Indexable","","","109","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/register_merging_flow.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Carry%20Save%20adder.webp","image/webp","200","OK","Indexable","","","99","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Carry%20Save%20adder.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Data%20Path%20optimization.webp","image/webp","200","OK","Indexable","","","105","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Data%20Path%20optimization.webp"
"https://www.vlsiphysicaldesign.top/main.js","application/javascript","200","OK","Indexable","","","42","","https://www.vlsiphysicaldesign.top/main.js"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/self_gating_xor.svg","image/svg+xml","200","OK","Indexable","","","103","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/self_gating_xor.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/constant%20Propagation.webp","image/webp","200","OK","Indexable","","","101","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/constant%20Propagation.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Useful%20skew%20based%20optimization.webp","image/webp","200","OK","Indexable","","","115","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Useful%20skew%20based%20optimization.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Mux%20Mapping.webp","image/webp","200","OK","Indexable","","","92","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Mux%20Mapping.webp"
"https://www.vlsiphysicaldesign.top/advanced_synthesis","text/html; charset=utf-8","200","OK","Indexable","","762a42681f82fa70134125dd661ee4b6","53","https://www.vlsiphysicaldesign.top/advanced_synthesis","https://www.vlsiphysicaldesign.top/advanced_synthesis"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20Banking%20Optimization%20Flow.webp","image/webp","200","OK","Indexable","","","119","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20Banking%20Optimization%20Flow.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/ir_drop_shaping.svg","image/svg+xml","200","OK","Indexable","","","103","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/ir_drop_shaping.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/physical%20synthesis%20Flow.webp","image/webp","200","OK","Indexable","","","106","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/physical%20synthesis%20Flow.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Inversion%20Push.webp","image/webp","200","OK","Indexable","","","95","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Inversion%20Push.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multi%20Bit%20Debanking.webp","image/webp","200","OK","Indexable","","","102","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multi%20Bit%20Debanking.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Optimizations.webp","image/webp","200","OK","Indexable","","","92","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Optimizations.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multi%20Vt%20cells.webp","image/webp","200","OK","Indexable","","","97","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multi%20Vt%20cells.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/clock%20and%20data%20path%20Optimization.webp","image/webp","200","OK","Indexable","","","119","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/clock%20and%20data%20path%20Optimization.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/area_recovery_tradeoff.svg","image/svg+xml","200","OK","Indexable","","","110","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/area_recovery_tradeoff.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/register_replication_flow.svg","image/svg+xml","200","OK","Indexable","","","113","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/register_replication_flow.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20Banking.webp","image/webp","200","OK","Indexable","","","97","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20Banking.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20bankng%20from%20RTL%20Inference.webp","image/webp","200","OK","Indexable","","","121","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Multibit%20bankng%20from%20RTL%20Inference.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Logic%20simplification.webp","image/webp","200","OK","Indexable","","","101","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Logic%20simplification.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/scan_mapping_flow.svg","image/svg+xml","200","OK","Indexable","","","105","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/generated/scan_mapping_flow.svg"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Power%20optimization.webp","image/webp","200","OK","Indexable","","","99","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Power%20optimization.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Clock%20Gating.webp","image/webp","200","OK","Indexable","","","93","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Clock%20Gating.webp"
"https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Unused%20logic%20removal.webp","image/webp","200","OK","Indexable","","","103","","https://www.vlsiphysicaldesign.top/assets/images/advanced_logic_synthesis/Unused%20logic%20removal.webp"
